0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
SUB-JA-2020-156624,JUDICIAL EN VÍA DE APREMIO,0429 0000 06 0140 15,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"107.895,12 €",BOE-B-2020-39749,"166.912,00 €","0,00 €",Sin puja mínima,"3.338,24 €","8.345,60 €","CALLE GOLETA, Nº 33",07420,SA POBLA,Baleares,"116.838,40 €"
SUB-JA-2020-157417,JUDICIAL EN VÍA DE APREMIO,4262 0000 00 0125 16,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"17.677,78 €",BOE-B-2020-39626,"39.930,00 €","0,00 €",Sin puja mínima,Sin tramos,"1.996,50 €",C/ SAN BARTOLOMÉ Nº 57,44540,ALBALATE DEL ARZOBISPO,Teruel,"18.000,00 €"
SUB-JA-2020-145781,JUDICIAL EN VÍA DE APREMIO,0085 0000 06 0079 15,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"229.544,10 €",BOE-B-2020-39702,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2020-158367,JUDICIAL EN VÍA DE APREMIO,3029 0000 06 0922 15,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"66.370,00 €",BOE-B-2020-39784,"206.024,00 €","0,00 €",Sin puja mínima,Sin tramos,"10.301,20 €",CALLE JUAN DE AUSTRIA Nº 31 PLANTA BAJA PUERTA 2,29009,MALAGA,Málaga,"81.436,98 €"
SUB-JA-2020-157515,JUDICIAL EN VÍA DE APREMIO,0058 0000 05 0010 19,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"117.179,87 €",BOE-B-2020-39679,"177.496,32 €","0,00 €",Sin puja mínima,"3.549,93 €","8.874,82 €",LOS OLIVOS S/N,02151,CASAS DE JUAN NUÑEZ,Albacete,"88.748,25 €"
SUB-JA-2020-156074,JUDICIAL EN VÍA DE APREMIO,0223 0000 06 1820 14,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"31.728,49 €",BOE-B-2020-39637,"65.756,25 €","0,00 €",Sin puja mínima,"1.315,12 €","3.287,81 €",C/ VIRGEN DEL CARMEN S/N,04738,LA GANGOSA-VÍCAR,Almería,"27.617,52 €"
SUB-JA-2020-154785,JUDICIAL EN VÍA DE APREMIO,0762 0000 06 0010 15,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"132.092,35 €",BOE-B-2020-39855,"300.000,00 €","0,00 €",Sin puja mínima,"6.000,00 €","15.000,00 €","C. Mas Marí, 122, 2º",08923,SANTA COLOMA DE GRAMANET,Barcelona,"150.000,00 €"
SUB-JA-2020-149950,JUDICIAL EN VÍA DE APREMIO,0064 0000 06 0140 18,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"16.226,84 €",BOE-B-2020-39838,"66.330,12 €","0,00 €",Sin puja mínima,"1.326,60 €","3.316,50 €","C/ HERNAN CORTES, nº 4, 2º A.",02630,LA RODA,Albacete,"21.225,60 €"
SUB-JA-2020-158713,JUDICIAL EN VÍA DE APREMIO,0241 0000 06 2068 14,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"361.760,51 €",BOE-B-2020-39639,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2020-158141,JUDICIAL EN VÍA DE APREMIO,2059 0000 06 0593 14,10-11-2020 18:00:00 CET (ISO: 2020-11-10T18:00:00+01:00),30-11-2020 18:00:00 CET (ISO: 2020-11-30T18:00:00+01:00),"127.343,63 €",BOE-B-2020-39760,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
