0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
SUB-NE-2018-335822,NOTARIAL EN VENTA EXTRAJUDICIAL,27-07-2018 18:00:00 CET (ISO: 2018-07-27T18:00:00+02:00),16-08-2018 18:00:00 CET (ISO: 2018-08-16T18:00:00+02:00),"109.040,75 €",BOE-B-2018-38770,No consta,"177.864,00 €",Sin puja mínima,Sin tramos,"8.893,20 €","CALLE VENEZUELA 17,1º A",04700,Ejido (El),Almería,,
SUB-NE-2018-345728,NOTARIAL EN VENTA EXTRAJUDICIAL,27-07-2018 18:00:00 CET (ISO: 2018-07-27T18:00:00+02:00),16-08-2018 18:00:00 CET (ISO: 2018-08-16T18:00:00+02:00),"307.730,69 €",BOE-B-2018-38771,No consta,"326.509,00 €",Sin puja mínima,Sin tramos,"16.325,45 €","AVENIDA MIRIAM BLASCO, 18, PTAL 5, 9º B",03540,Alicante/Alacant,Alicante,,
SUB-JA-2018-103779,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0597 15,27-07-2018 18:00:00 CET (ISO: 2018-07-27T18:00:00+02:00),16-08-2018 18:25:37 CET (ISO: 2018-08-16T18:25:37+02:00),"117.312,02 €",BOE-B-2018-38791,"180.800,00 €","0,00 €",Sin puja mínima,"3.616,00 €","9.040,00 €","C/ ANGELA GONZALEZ, Nº 14, 1º DRCHA.",28038,MADRID,Madrid,"94.016,00 €"
SUB-JA-2018-99614,JUDICIAL EN VÍA DE APREMIO,0744 0000 06 0760 13,27-07-2018 18:00:00 CET (ISO: 2018-07-27T18:00:00+02:00),16-08-2018 19:00:08 CET (ISO: 2018-08-16T19:00:08+02:00),"73.250,72 €",BOE-B-2018-38623,"113.220,00 €","0,00 €",Sin puja mínima,Sin tramos,"5.661,00 €","121.245,50 €",,,,
SUB-JA-2018-102186,JUDICIAL EN VÍA DE APREMIO,3319 0000 06 0053 17,24-07-2018 18:00:00 CET (ISO: 2018-07-24T18:00:00+02:00),13-08-2018 18:00:00 CET (ISO: 2018-08-13T18:00:00+02:00),"25.645,49 €",BOE-B-2018-38390,"63.423,09 €","0,00 €",Sin puja mínima,"1.268,46 €","3.171,15 €","EL POMPIAN, PARROQUIA DE CIAÑO",33930,LANGREO,Asturias,"39.322,26 €"
SUB-JA-2018-103710,JUDICIAL EN VÍA DE APREMIO,3950 0000 06 0682 14,24-07-2018 18:00:00 CET (ISO: 2018-07-24T18:00:00+02:00),13-08-2018 18:00:00 CET (ISO: 2018-08-13T18:00:00+02:00),"265.400,11 €",BOE-B-2018-38359,"259.300,00 €","0,00 €",Sin puja mínima,"50,00 €","12.965,00 €",LA MARINA,11360,SAN ROQUE,Cádiz,"181.550,00 €"
SUB-JA-2018-94386,JUDICIAL EN VÍA DE APREMIO,2696 0000 05 0411 15,24-07-2018 18:00:00 CET (ISO: 2018-07-24T18:00:00+02:00),13-08-2018 18:00:00 CET (ISO: 2018-08-13T18:00:00+02:00),"102.524,42 €",BOE-B-2018-38409,"240.000,00 €","0,00 €",Sin puja mínima,Sin tramos,"12.000,00 €",Calle Cañada nº 5,28295,VALDEMAQUEDA,Madrid,"120.224,04 €"
SUB-JA-2018-98958,JUDICIAL EN VÍA DE APREMIO,2655 0000 05 0747 03,24-07-2018 18:00:00 CET (ISO: 2018-07-24T18:00:00+02:00),13-08-2018 18:51:48 CET (ISO: 2018-08-13T18:51:48+02:00),"876,82 €",BOE-B-2018-38396,"114.580,49 €","114.580,49 €","57.290,24 €","5.000,00 €","5.729,02 €","CALLE GESTONA, 34 6º IZD",28041,MADRID,Madrid,"57.290,24 €"
SUB-JA-2018-104012,JUDICIAL EN VÍA DE APREMIO,2100 0000 05 0055 18,24-07-2018 18:00:00 CET (ISO: 2018-07-24T18:00:00+02:00),13-08-2018 19:10:42 CET (ISO: 2018-08-13T19:10:42+02:00),"112.499,58 €",BOE-B-2018-38405,"258.000,00 €","0,00 €",Sin puja mínima,"5.160,00 €","12.900,00 €",CALLE ARCHIDUQUE LUIS SALVADOR Nº58 PISO 5-1,07004,PALMA,Baleares,"134.160,00 €"
SUB-JA-2018-103165,JUDICIAL EN VÍA DE APREMIO,0744 0000 06 1459 16,19-07-2018 18:00:00 CET (ISO: 2018-07-19T18:00:00+02:00),08-08-2018 18:00:00 CET (ISO: 2018-08-08T18:00:00+02:00),"64.015,13 €",BOE-B-2018-37816,"165.000,00 €","0,00 €",Sin puja mínima,"3.300,00 €","8.250,00 €","C.Blas Fernández de Lirola, 33, 2º 2ª",08902,L'Hospitalet de Llobregat,Barcelona,"82.500,00 €"
SUB-JA-2018-89601,JUDICIAL EN VÍA DE APREMIO,0848 0000 05 0231 15,17-07-2018 18:00:00 CET (ISO: 2018-07-17T18:00:00+02:00),06-08-2018 18:00:00 CET (ISO: 2018-08-06T18:00:00+02:00),"60.050,24 €",BOE-B-2018-37590,"95.079,38 €","0,00 €",Sin puja mínima,Sin tramos,"4.753,97 €","C. Albacete, 63, 1º, 1ª",08620,Sant Vicenç dels Horts,Barcelona,"58.067,00 €"
SUB-NE-2018-325818,NOTARIAL EN VENTA EXTRAJUDICIAL,17-07-2018 18:00:00 CET (ISO: 2018-07-17T18:00:00+02:00),06-08-2018 18:00:00 CET (ISO: 2018-08-06T18:00:00+02:00),"134.728,73 €",BOE-B-2018-37788,No consta,"141.366,99 €",Sin puja mínima,Sin tramos,"7.068,35 €","CALLE JOAQUIN ORERO, 27, puerta 10ª",46950,Xirivella,Valencia,,
SUB-JA-2018-102395,JUDICIAL EN VÍA DE APREMIO,2348 0000 06 1891 13,17-07-2018 18:00:00 CET (ISO: 2018-07-17T18:00:00+02:00),06-08-2018 18:00:00 CET (ISO: 2018-08-06T18:00:00+02:00),"572.458,28 €",BOE-B-2018-37523,"1.197.006,08 €","0,00 €",Sin puja mínima,Sin tramos,"59.850,30 €","PASEO DE LOS OLMOS 208, URB. VALDELAGUA",28750,SAN AGUSTIN DEL GUADALIX,Madrid,"598.623,00 €"
SUB-JA-2018-98845,JUDICIAL EN VÍA DE APREMIO,1922 0000 06 0217 15,17-07-2018 18:00:00 CET (ISO: 2018-07-17T18:00:00+02:00),06-08-2018 18:00:00 CET (ISO: 2018-08-06T18:00:00+02:00),"132.233,80 €",BOE-B-2018-37556,"169.404,50 €","0,00 €",Sin puja mínima,Sin tramos,"8.470,22 €",CALLE AGUSTIN CONCEGLIERI 14,21110,ALJARQUE,Huelva,"84.719,19 €"
SUB-JA-2017-73981,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0394 15,17-07-2018 18:00:00 CET (ISO: 2018-07-17T18:00:00+02:00),06-08-2018 18:00:00 CET (ISO: 2018-08-06T18:00:00+02:00),"63.759,74 €",BOE-B-2018-37570,"146.731,68 €","0,00 €",Sin puja mínima,Sin tramos,"7.336,58 €","CALLE JACINTO BENAVENTE Nº 16, PISO 5º, Nº 2 DE HUMANES DE MADRID",28970,HUMANES,Madrid,"74.000,00 €"
SUB-NE-2018-335816,NOTARIAL EN VENTA EXTRAJUDICIAL,17-07-2018 18:00:00 CET (ISO: 2018-07-17T18:00:00+02:00),06-08-2018 21:30:03 CET (ISO: 2018-08-06T21:30:03+02:00),"188.559,64 €",BOE-B-2018-37785,No consta,"178.210,24 €",Sin puja mínima,Sin tramos,"8.910,51 €","avenida del Pinar, número 2, ático 1ª",08860,Castelldefels,Barcelona,"150.000,00 €",
SUB-NE-2018-325812,NOTARIAL EN VENTA EXTRAJUDICIAL,13-07-2018 18:00:00 CET (ISO: 2018-07-13T18:00:00+02:00),02-08-2018 18:00:00 CET (ISO: 2018-08-02T18:00:00+02:00),BOE-B-2018-37288,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,,,
SUB-NE-2018-335814,NOTARIAL EN VENTA EXTRAJUDICIAL,13-07-2018 18:00:00 CET (ISO: 2018-07-13T18:00:00+02:00),02-08-2018 18:00:00 CET (ISO: 2018-08-02T18:00:00+02:00),"218.312,29 €",BOE-B-2018-37290,No consta,"543.010,32 €",Sin puja mínima,Sin tramos,"27.150,51 €","URBANIZACIÓN JOIA DEL MONTSENY, PARCELA NÚMERO 36",17401,Arbúcies,Gerona,,
SUB-NE-2018-345719,NOTARIAL EN VENTA EXTRAJUDICIAL,12-07-2018 18:00:00 CET (ISO: 2018-07-12T18:00:00+02:00),01-08-2018 18:00:00 CET (ISO: 2018-08-01T18:00:00+02:00),"15.759.287,00 €",BOE-B-2018-37101,No consta,"299.780,00 €",Sin puja mínima,Sin tramos,"14.989,00 €","AVENIDA DE L'AVENÇ, Nº 79",43883,Roda de Barà,Tarragona,"157.592,87 €",
SUB-NE-2018-325808,NOTARIAL EN VENTA EXTRAJUDICIAL,12-07-2018 18:00:00 CET (ISO: 2018-07-12T18:00:00+02:00),01-08-2018 18:00:00 CET (ISO: 2018-08-01T18:00:00+02:00),"5.768,84 €",BOE-B-2018-37103,No consta,"3.305,57 €",Sin puja mínima,Sin tramos,"165,28 €","RESIDENCIAL BEL-AIR, SAN EUGENIO",Adeje,Santa Cruz de Tenerife,"100,00 €",,
SUB-NE-2018-335810,NOTARIAL EN VENTA EXTRAJUDICIAL,12-07-2018 18:00:00 CET (ISO: 2018-07-12T18:00:00+02:00),01-08-2018 18:00:00 CET (ISO: 2018-08-01T18:00:00+02:00),"29.393,28 €",BOE-B-2018-37102,No consta,"3.305,57 €",Sin puja mínima,Sin tramos,"165,38 €","COMPLEJO RESIDENCIAL BEL-AIR, SAN EUGENIO",Adeje,Santa Cruz de Tenerife,"100,00 €",,
SUB-NE-2018-325809,NOTARIAL EN VENTA EXTRAJUDICIAL,12-07-2018 18:00:00 CET (ISO: 2018-07-12T18:00:00+02:00),01-08-2018 18:00:00 CET (ISO: 2018-08-01T18:00:00+02:00),"26.083,57 €",BOE-B-2018-37104,No consta,"3.305,57 €",Sin puja mínima,Sin tramos,"165,28 €","COMPLEJO RESIDENCIAL BEL-AIR, SAN EUGENIO",Adeje,Santa Cruz de Tenerife,"100,00 €",,
SUB-NE-2018-345718,NOTARIAL EN VENTA EXTRAJUDICIAL,12-07-2018 18:00:00 CET (ISO: 2018-07-12T18:00:00+02:00),01-08-2018 19:24:27 CET (ISO: 2018-08-01T19:24:27+02:00),"287.245,99 €",BOE-B-2018-37095,No consta,"277.741,58 €",Sin puja mínima,Sin tramos,"13.887,08 €","CL Mayor, número 24, 2º 2ª",08860,Barcelona,"194.419,11 €",,
SUB-JA-2018-99700,JUDICIAL EN VÍA DE APREMIO,1215 0000 06 0083 16,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:00:00 CET (ISO: 2018-07-30T18:00:00+02:00),"21.904,68 €",BOE-B-2018-36472,"71.716,61 €","0,00 €",Sin puja mínima,Sin tramos,"3.585,83 €","C/ BAMBERA Nº 8, 1º A",11630,ARCOS DE LA FRONTERA,Cádiz,"69.233,00 €"
SUB-NE-2018-325806,NOTARIAL EN VENTA EXTRAJUDICIAL,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:00:00 CET (ISO: 2018-07-30T18:00:00+02:00),"86.688,51 €",BOE-B-2018-36897,No consta,"214.300,00 €","150.010,00 €",Sin tramos,"10.705,00 €","AVENIDA DE GUADALAJARA 85, BLOQUE C, 7 D",28032,Madrid,Madrid,,
SUB-NE-2018-325804,NOTARIAL EN VENTA EXTRAJUDICIAL,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:00:00 CET (ISO: 2018-07-30T18:00:00+02:00),"263.279,16 €",BOE-B-2018-36898,No consta,"270.535,41 €",Sin puja mínima,Sin tramos,"13.526,77 €","CALLE AMOR, Nº 6, 1º C",41006,Sevilla,Sevilla,,
SUB-NE-2018-325801,NOTARIAL EN VENTA EXTRAJUDICIAL,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:00:00 CET (ISO: 2018-07-30T18:00:00+02:00),"198.554,21 €",BOE-B-2018-36891,No consta,"232.916,00 €",Sin puja mínima,Sin tramos,"11.645,80 €",C/ NESPRERS Nº29,Bigues i Riells,Barcelona,,,
SUB-NE-2018-325798,NOTARIAL EN VENTA EXTRAJUDICIAL,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:00:00 CET (ISO: 2018-07-30T18:00:00+02:00),"254.453,73 €",BOE-B-2018-36900,No consta,"273.234,62 €",Sin puja mínima,Sin tramos,"13.661,73 €","CALLE CREU DELS MOLERS NÚMERO 44, PISO PRIMERO PUERTA PRIMERA",08004,Barcelona,Barcelona,,
SUB-NE-2018-325796,NOTARIAL EN VENTA EXTRAJUDICIAL,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:00:00 CET (ISO: 2018-07-30T18:00:00+02:00),"136.521,73 €",BOE-B-2018-36894,No consta,"207.409,23 €",Sin puja mínima,Sin tramos,"10.370,46 €","calle Tarragona, 1, 1º 3ª",43141,Vilallonga del Camp,Tarragona,,
SUB-NE-2018-325795,NOTARIAL EN VENTA EXTRAJUDICIAL,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:00:00 CET (ISO: 2018-07-30T18:00:00+02:00),"92.944,35 €",BOE-B-2018-36890,No consta,"108.632,48 €",Sin puja mínima,Sin tramos,"5.431,62 €","CALLE CANELONES, 1 BAJOS CUARTA",Badalona,Barcelona,,,
SUB-NE-2018-345717,NOTARIAL EN VENTA EXTRAJUDICIAL,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:00:00 CET (ISO: 2018-07-30T18:00:00+02:00),"286.856,36 €",BOE-B-2018-36895,No consta,"391.732,00 €",Sin puja mínima,Sin tramos,"19.586,60 €",HERRADURA 86A,28810,Villalbilla,Madrid,,
SUB-JA-2018-100222,JUDICIAL EN VÍA DE APREMIO,2704 0000 06 1522 15,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:37:02 CET (ISO: 2018-07-30T18:37:02+02:00),"120.327,73 €",BOE-B-2018-36666,"302.205,60 €","0,00 €",Sin puja mínima,"10.000,00 €","15.110,28 €","CALLE SOLANA, Nº 2 ESC 3 PLANTA 5",28850,TORREJON DE ARDOZ,Madrid,"200.000,00 €"
SUB-JA-2018-102729,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 1250 13,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:59:07 CET (ISO: 2018-07-30T18:59:07+02:00),"166.899,38 €",BOE-B-2018-36583,"206.800,00 €","0,00 €",Sin puja mínima,"4.136,00 €","10.340,00 €","Callejón del Mellizo nº 7, 1º interior nº 8, de Madrid",28005,MADRID,Madrid,"78.584,00 €"
SUB-JA-2018-101853,JUDICIAL EN VÍA DE APREMIO,4134 0000 06 0283 14,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 18:59:47 CET (ISO: 2018-07-30T18:59:47+02:00),"329.032,36 €",BOE-B-2018-36637,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2018-99205,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0206 16,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 19:00:11 CET (ISO: 2018-07-30T19:00:11+02:00),"110.226,74 €",BOE-B-2018-36580,"130.000,00 €","0,00 €",Sin puja mínima,Sin tramos,"6.500,00 €","CALLE AMISTAD Nº 17, 1ºA",28025,MADRID,Madrid,"100.000,00 €"
SUB-JA-2018-102343,JUDICIAL EN VÍA DE APREMIO,0143 0000 06 1383 17,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 19:03:06 CET (ISO: 2018-07-30T19:03:06+02:00),"40.014,61 €",BOE-B-2018-36529,"156.691,70 €","0,00 €",Sin puja mínima,"3.133,83 €","7.834,58 €","CL SERRANO ANGUITA, 8-PRIMERO ELCHE",03204,ELCHE,Alicante,"50.141,28 €"
SUB-JA-2018-95961,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 1043 13,10-07-2018 18:00:00 CET (ISO: 2018-07-10T18:00:00+02:00),30-07-2018 19:49:26 CET (ISO: 2018-07-30T19:49:26+02:00),"81.049,48 €",BOE-B-2018-36584,"250.152,00 €","0,00 €",Sin puja mínima,Sin tramos,"12.507,60 €","FINCA Nº 93.235 EN AVENIDA DEL CARDENAL HERRERA ORIA, Nº 124-2º DERECHA DE MADRID",28034,MADRID,Madrid,"89.205,10 €"
SUB-JA-2018-100215,JUDICIAL EN VÍA DE APREMIO,0689 0000 05 0944 12,05-07-2018 18:00:00 CET (ISO: 2018-07-05T18:00:00+02:00),26-07-2018 04:01:05 CET (ISO: 2018-07-26T04:01:05+02:00),"154.539,14 €",BOE-B-2018-35633,"276.972,74 €","276.972,74 €",Sin puja mínima,Sin tramos,"13.848,64 €",CALLE CABANYES,08004,BARCELONA,Barcelona,"155.000,00 €"
SUB-JA-2017-67159,JUDICIAL EN VÍA DE APREMIO,4371 0000 06 0662 16,06-07-2018 18:00:00 CET (ISO: 2018-07-06T18:00:00+02:00),26-07-2018 18:00:00 CET (ISO: 2018-07-26T18:00:00+02:00),"90.500,00 €",BOE-B-2018-35943,"129.710,00 €","129.710,00 €",Sin puja mínima,Sin tramos,"6.485,50 €","C/ SAN ABDON, 25 BAJO",46470,MASSANASSA,Valencia,"64.867,97 €"
SUB-NE-2018-335805,NOTARIAL EN VENTA EXTRAJUDICIAL,06-07-2018 18:00:00 CET (ISO: 2018-07-06T18:00:00+02:00),26-07-2018 18:00:00 CET (ISO: 2018-07-26T18:00:00+02:00),"153.200,53 €",BOE-B-2018-36236,No consta,"232.419,84 €",Sin puja mínima,Sin tramos,"11.620,99 €","C/Oloff Palme, 15",08490,Tordera,Barcelona,,
SUB-NE-2018-335802,NOTARIAL EN VENTA EXTRAJUDICIAL,06-07-2018 18:00:00 CET (ISO: 2018-07-06T18:00:00+02:00),26-07-2018 18:00:00 CET (ISO: 2018-07-26T18:00:00+02:00),"209.673,33 €",BOE-B-2018-36239,No consta,"205.050,86 €","102.525,43 €",Sin tramos,"10.252,54 €","CALLE AIGUABLAVA 17, 4º, 2ª, 08042-BARCELONA",08042,Barcelona,Barcelona,,
SUB-NE-2018-345715,NOTARIAL EN VENTA EXTRAJUDICIAL,06-07-2018 18:00:00 CET (ISO: 2018-07-06T18:00:00+02:00),26-07-2018 18:00:00 CET (ISO: 2018-07-26T18:00:00+02:00),BOE-B-2018-36237,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,,,
SUB-JA-2018-93911,JUDICIAL EN VÍA DE APREMIO,1219 0000 06 0132 11,06-07-2018 18:00:00 CET (ISO: 2018-07-06T18:00:00+02:00),26-07-2018 19:50:08 CET (ISO: 2018-07-26T19:50:08+02:00),"111.465,03 €",BOE-B-2018-35931,"120.960,00 €","120.960,00 €",Sin puja mínima,Sin tramos,"6.048,00 €",CALLE TOLEDO NÚM. 12,11160,BARBATE,Cádiz,"90.000,00 €"
SUB-JA-2018-98620,JUDICIAL EN VÍA DE APREMIO,1694 0000 06 0083 16,06-07-2018 18:00:00 CET (ISO: 2018-07-06T18:00:00+02:00),26-07-2018 19:58:30 CET (ISO: 2018-07-26T19:58:30+02:00),"47.636,83 €",BOE-B-2018-36021,"96.780,00 €","0,00 €",Sin puja mínima,Sin tramos,"4.839,00 €","PARCELA F , C/ FINESTRELLES 11, MAÇANET RESIDENCIAL PARK",17412,MAÇANET DE LA SELVA,Gerona,"62.369,00 €"
SUB-JA-2018-94133,JUDICIAL EN VÍA DE APREMIO,0480 0000 06 0206 15,06-07-2018 18:00:00 CET (ISO: 2018-07-06T18:00:00+02:00),26-07-2018 20:43:43 CET (ISO: 2018-07-26T20:43:43+02:00),"10.460,21 €",BOE-B-2018-36004,"26.895,00 €","0,00 €",Sin puja mínima,Sin tramos,"1.344,75 €",AVENIDA SAN FERNANDO NUMERO 39 A PLANTA 1,07013,PALMA DE MALLORCA,Baleares,"13.400,00 €"
SUB-NE-2018-335798,NOTARIAL EN VENTA EXTRAJUDICIAL,05-07-2018 18:00:00 CET (ISO: 2018-07-05T18:00:00+02:00),25-07-2018 18:00:00 CET (ISO: 2018-07-25T18:00:00+02:00),"178.406,78 €",BOE-B-2018-35906,No consta,"179.631,82 €",Sin puja mínima,Sin tramos,"8.981,59 €","C/SALAS DE BARBADILLO, NÚMERO 4, 3º IZQUIERDA (A)",Madrid,Madrid,,,
SUB-NE-2018-345713,NOTARIAL EN VENTA EXTRAJUDICIAL,05-07-2018 18:00:00 CET (ISO: 2018-07-05T18:00:00+02:00),25-07-2018 18:00:00 CET (ISO: 2018-07-25T18:00:00+02:00),"146.842,26 €",BOE-B-2018-35908,No consta,"171.497,00 €",Sin puja mínima,Sin tramos,"8.574,85 €","CALLE GARDENIA, NUMERO 22",Pratdip,Tarragona,,,
SUB-JA-2017-84004,JUDICIAL EN VÍA DE APREMIO,4004 0000 00 1152 16,05-07-2018 18:00:00 CET (ISO: 2018-07-05T18:00:00+02:00),25-07-2018 18:00:00 CET (ISO: 2018-07-25T18:00:00+02:00),"997.733,90 €",BOE-B-2018-35731,"1.200.043,85 €","0,00 €",Sin puja mínima,"100,00 €","60.002,19 €",C/ JAZMINES Nº51. URB. EL ZAUDIN,41930,BORMUJOS,Sevilla,"600.200,00 €"
SUB-NE-2018-345714,NOTARIAL EN VENTA EXTRAJUDICIAL,05-07-2018 18:00:00 CET (ISO: 2018-07-05T18:00:00+02:00),25-07-2018 18:00:00 CET (ISO: 2018-07-25T18:00:00+02:00),BOE-B-2018-35909,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,,,
