0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
SUB-JA-2021-184372,JUDICIAL EN VÍA DE APREMIO,0818 0000 05 0747 15,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:08:01 CET (ISO: 2022-01-10T18:08:01+01:00),"223.236,99 €",BOE-B-2021-50957,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JV-2021-185301,JUDICIAL VOLUNTARIA,4885 0000 05 0104 16,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:23:57 CET (ISO: 2022-01-10T18:23:57+01:00),"0,00 €",BOE-B-2021-50873,"26.612,25 €","0,00 €",Sin puja mínima,"532,24 €","1.330,61 €",CALLE CARASOLES Nº 163,50600,EJEA DE LOS CABALLEROS,Zaragoza,"1.596,72 €"
SUB-JA-2021-179532,JUDICIAL EN VÍA DE APREMIO,1053 0000 06 0083 16,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:34:51 CET (ISO: 2022-01-10T18:34:51+01:00),"146.619,37 €",BOE-B-2021-50889,"146.839,01 €","0,00 €",Sin puja mínima,"2.936,78 €","7.341,95 €",CALLE MONTEVIDEO Nº 8,18100,ARMILLA,Granada,"129.218,32 €"
SUB-JA-2021-172012,JUDICIAL EN VÍA DE APREMIO,4855 0000 61 1063 15,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:38:23 CET (ISO: 2022-01-10T18:38:23+01:00),"475.873,11 €",BOE-B-2021-50927,"683.584,00 €","683.584,00 €",Sin puja mínima,"13.671,68 €","34.179,20 €",C/FUENTE EMPEDRADA Nº 14,28609,SEVILLA LA NUEVA,Madrid,"423.822,08 €"
SUB-JA-2021-184661,JUDICIAL EN VÍA DE APREMIO,3009 0000 06 0304 19,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:41:45 CET (ISO: 2022-01-10T18:41:45+01:00),"25.232,37 €",BOE-B-2021-50932,"56.903,48 €","0,00 €",Sin puja mínima,"1.138,06 €","2.845,17 €",Rua do Medio 12 A - Cabeza de Vaca,32002,Ourense,Ourense,"28.451,50 €"
SUB-JA-2021-184755,JUDICIAL EN VÍA DE APREMIO,4092 0000 05 1072 20,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:43:12 CET (ISO: 2022-01-10T18:43:12+01:00),"46.392,57 €",BOE-B-2021-50970,"96.542,67 €","0,00 €",Sin puja mínima,"1.930,85 €","4.827,13 €","Calle Castillo de Alcadima, 22",41930,Bormujos,Sevilla,"57.925,50 €"
SUB-JA-2021-185196,JUDICIAL EN VÍA DE APREMIO,5329 0000 06 0530 18,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:47:30 CET (ISO: 2022-01-10T18:47:30+01:00),"67.808,71 €",BOE-B-2021-50936,"122.411,75 €","122.411,75 €",Sin puja mínima,Sin tramos,"6.120,58 €",CALLE URBASA Nº 6 -3º DCHA,31800,ALSASUA,Navarra,"61.205,88 €"
SUB-JA-2021-180520,JUDICIAL EN VÍA DE APREMIO,1686 0000 06 0186 18,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:47:58 CET (ISO: 2022-01-10T18:47:58+01:00),"103.129,79 €",BOE-B-2021-50951,"345.500,00 €","0,00 €",Sin puja mínima,"6.910,00 €","17.275,00 €","Avenida Supermonlina, núm. 54",17538,Alp,Girona,"172.750,00 €"
SUB-JA-2021-182566,JUDICIAL EN VÍA DE APREMIO,3492 0000 06 0008 18,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:48:41 CET (ISO: 2022-01-10T18:48:41+01:00),"43.275,43 €",BOE-B-2021-50905,"105.000,00 €","0,00 €",Sin puja mínima,"2.100,00 €","5.250,00 €","Calle Córdoba 29, portal cuatro, planta 3º, puerta D, urb. Polígono de San Cristóbal",35019,Las Palmas De Gran Canaria,Las Palmas,"42.000,00 €"
SUB-JA-2021-168378,JUDICIAL EN VÍA DE APREMIO,3152 0000 06 0362 15,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 18:53:33 CET (ISO: 2022-01-10T18:53:33+01:00),"178.701,24 €",BOE-B-2021-50938,"206.300,00 €","206.300,00 €",Sin puja mínima,"4.126,00 €","10.315,00 €","calle de la Cendea de Cizur nº19,1ºderecha",31015,Pamplona,Navarra,"82.520,00 €"
SUB-JA-2021-185416,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0476 14,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:02:05 CET (ISO: 2022-01-10T19:02:05+01:00),"203.014,50 €",BOE-B-2021-50918,"227.200,00 €","0,00 €",Sin puja mínima,"4.544,00 €","11.360,00 €","CARMELITAS Nº 13, 2º A",28021,MADRID,Madrid,"104.512,00 €"
SUB-JA-2021-184362,JUDICIAL EN VÍA DE APREMIO,2650 0000 05 0189 19,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:03:33 CET (ISO: 2022-01-10T19:03:33+01:00),"65.624,55 €",BOE-B-2021-50916,"92.781,24 €","92.781,24 €",Sin puja mínima,"1.855,62 €","4.639,06 €","Travesía de Santiago Alió, 4 - 4º",28038,MADRID,Madrid,"74.224,80 €"
SUB-JA-2021-184381,JUDICIAL EN VÍA DE APREMIO,3149 0000 06 0006 18,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:07:39 CET (ISO: 2022-01-10T19:07:39+01:00),"333.391,88 €",BOE-B-2021-50861,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2021-183689,JUDICIAL EN VÍA DE APREMIO,0541 0000 00 1401 09,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:10:53 CET (ISO: 2022-01-10T19:10:53+01:00),"84.603,86 €",BOE-B-2021-50855,"136.005,60 €","0,00 €",Sin puja mínima,Sin tramos,"6.800,28 €","C/GENERAL PRIM, 1, BAJOS 3º",08880,CUBELLES,Barcelona,"79.000,00 €"
SUB-JA-2021-183727,JUDICIAL EN VÍA DE APREMIO,2731 0000 06 0512 20,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:16:59 CET (ISO: 2022-01-10T19:16:59+01:00),"287.723,22 €",BOE-B-2021-50884,"401.433,15 €","0,00 €",Sin puja mínima,"8.028,66 €","20.071,66 €","URBANIZACIÓN LA VIZCARRONDA, BLOQUE BURGUNDY, Nº 7",29691,MANILVA,Málaga,"200.716,50 €"
SUB-JA-2021-184249,JUDICIAL EN VÍA DE APREMIO,0705 0000 05 0866 17,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:24:47 CET (ISO: 2022-01-10T19:24:47+01:00),"41.640,30 €",BOE-B-2021-50839,"63.251,66 €","0,00 €",Sin puja mínima,"1.265,03 €","3.162,58 €","AVENIDA ALFONSO EL SABIO Nº 3, 4º DERECHA",03002,ALICANTE,Alicante/Alacant,"45.541,08 €"
SUB-JA-2021-183638,JUDICIAL EN VÍA DE APREMIO,0310 0000 05 0773 14,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:34:01 CET (ISO: 2022-01-10T19:34:01+01:00),"125.712,01 €",BOE-B-2021-50980,"170.525,76 €","0,00 €",Sin puja mínima,"3.410,52 €","8.526,29 €","URB. ALTOS DE GUARDAMAR, LAROSA Nº 258 A DE GUARDAMAR DEL SEGURA",03140,GUARDAMAR DEL SEGURA,Alicante/Alacant,"71.620,92 €"
SUB-JA-2021-184791,JUDICIAL EN VÍA DE APREMIO,2183 0000 06 0015 17,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:38:44 CET (ISO: 2022-01-10T19:38:44+01:00),"84.057,08 €",BOE-B-2021-50908,"88.100,00 €","0,00 €",Sin puja mínima,Sin tramos,"4.405,00 €","CALLE FORN, 19-21 (ILLA B) 1-3",25123,TORREFARRERA,Lleida,"49.000,00 €"
SUB-JA-2021-179649,JUDICIAL EN VÍA DE APREMIO,4259 0000 05 0844 20,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:54:39 CET (ISO: 2022-01-10T19:54:39+01:00),"137.032,71 €",BOE-B-2021-50981,"137.032,71 €","0,00 €",Sin puja mínima,"2.740,65 €","6.851,64 €","URB. PUNTA PRIMA, BUNGALOW 44, PARTIDO CAMPO SALINAS",03189,TORREVIEJA,Alicante/Alacant,"82.219,50 €"
SUB-JA-2021-185150,JUDICIAL EN VÍA DE APREMIO,4207 0000 05 0183 17,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 19:55:47 CET (ISO: 2022-01-10T19:55:47+01:00),"849,79 €",BOE-B-2021-50882,"4.459,04 €","0,00 €",Sin puja mínima,"89,18 €","222,95 €",URB. COSTA NATURA,29680,ESTEPONA,Málaga,"1.605,24 €"
SUB-JA-2021-180254,JUDICIAL EN VÍA DE APREMIO,4644 0000 06 0224 19,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 20:07:58 CET (ISO: 2022-01-10T20:07:58+01:00),"189.245,78 €",BOE-B-2021-50990,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2021-185255,JUDICIAL EN VÍA DE APREMIO,4207 0000 05 0373 11,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 20:31:19 CET (ISO: 2022-01-10T20:31:19+01:00),"3.997,28 €",BOE-B-2021-50883,"38.640,00 €","0,00 €",Sin puja mínima,"772,80 €","1.932,00 €",URB. COSTA NATURA,29680,ESTEPONA,Málaga,"12.364,80 €"
SUB-JA-2021-184573,JUDICIAL EN VÍA DE APREMIO,0861 0000 05 0273 19,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 21:05:49 CET (ISO: 2022-01-10T21:05:49+01:00),"265.193,39 €",BOE-B-2021-50996,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2021-181595,JUDICIAL EN VÍA DE APREMIO,2351 0000 06 0090 11,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 21:11:32 CET (ISO: 2022-01-10T21:11:32+01:00),"25.431,64 €",BOE-B-2021-50837,"1.993,65 €","0,00 €",Sin puja mínima,"39,87 €","99,68 €",c/ MAESTRO MANUEL GARCIA Nº 14-1º D,10680,MALPARTIDA DE PLASENCIA,Cáceres,"2.591,55 €"
SUB-JA-2021-185017,JUDICIAL EN VÍA DE APREMIO,2355 0000 06 0537 12,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 21:42:45 CET (ISO: 2022-01-10T21:42:45+01:00),"245.647,48 €",BOE-B-2021-50838,"254.800,00 €","0,00 €",Sin puja mínima,"5.096,00 €","12.740,00 €","URBANA.- 77.- Vivienda derecha en planta tercera, con acceso por el portal nº",28921,ALCORCON,Madrid,"117.208,00 €"
SUB-JA-2021-182174,JUDICIAL EN VÍA DE APREMIO,2134 0000 06 0243 11,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 22:10:02 CET (ISO: 2022-01-10T22:10:02+01:00),"52.362,70 €",BOE-B-2021-50907,"152.673,00 €","0,00 €",Sin puja mínima,Sin tramos,"7.633,65 €",C/JUAN XXIII 8-4º DCHA,24006,LEON,León,"64.000,00 €"
SUB-NE-2021-915963,NOTARIAL EN VENTA EXTRAJUDICIAL,21-12-2021 18:00:00 CET (ISO: 2021-12-21T18:00:00+01:00),10-01-2022 23:30:13 CET (ISO: 2022-01-10T23:30:13+01:00),BOE-B-2021-51244,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,,,
SUB-JA-2021-182402,JUDICIAL EN VÍA DE APREMIO,4513 0000 16 0378 20,18-12-2021 18:00:00 CET (ISO: 2021-12-18T18:00:00+01:00),07-01-2022 18:00:00 CET (ISO: 2022-01-07T18:00:00+01:00),"104.277,92 €",BOE-B-2021-50362,"83.361,61 €","83.361,61 €",Sin puja mínima,"1.667,23 €","4.168,08 €","AVDA. BURJASSOT, Nº 184",46100,VALENCIA,Valencia/València,"75.025,35 €"
SUB-JA-2021-185171,JUDICIAL EN VÍA DE APREMIO,3942 0000 06 0002 12,18-12-2021 18:00:00 CET (ISO: 2021-12-18T18:00:00+01:00),07-01-2022 18:00:00 CET (ISO: 2022-01-07T18:00:00+01:00),"278.275,37 €",BOE-B-2021-50330,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2021-182221,JUDICIAL EN VÍA DE APREMIO,0947 0000 06 0112 21,18-12-2021 18:00:00 CET (ISO: 2021-12-18T18:00:00+01:00),07-01-2022 18:22:20 CET (ISO: 2022-01-07T18:22:20+01:00),"243.696,65 €",BOE-B-2021-50316,"345.950,00 €","0,00 €",Sin puja mínima,"6.919,00 €","17.297,50 €","Calle Bertomeu Pi, 29, 1º 2ª",08014,BARCELONA,Barcelona,"235.246,00 €"
SUB-JA-2021-184974,JUDICIAL EN VÍA DE APREMIO,0173 0000 06 0118 14,18-12-2021 18:00:00 CET (ISO: 2021-12-18T18:00:00+01:00),07-01-2022 18:35:01 CET (ISO: 2022-01-07T18:35:01+01:00),"444.771,30 €",BOE-B-2021-50344,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2021-184956,JUDICIAL EN VÍA DE APREMIO,5066 0000 56 0871 13,18-12-2021 18:00:00 CET (ISO: 2021-12-18T18:00:00+01:00),07-01-2022 18:49:08 CET (ISO: 2022-01-07T18:49:08+01:00),"1.431.616,48 €",BOE-B-2021-50334,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2021-185145,JUDICIAL EN VÍA DE APREMIO,0689 0000 05 0248 20,18-12-2021 18:00:00 CET (ISO: 2021-12-18T18:00:00+01:00),07-01-2022 19:23:21 CET (ISO: 2022-01-07T19:23:21+01:00),"118.317,58 €",BOE-B-2021-50315,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
